Title,Description,Artist,Culture,Countries,Teaser Text,Url,Image,regulerImage,largeImage,date,Date - century,medium,medium,accessionNumber,galleryInformation
Saint George and the Dragon,"Manner of Gian Francesco Enzola (Italian, active 1456–78)",Gian Francesco Enzola,"Italian, Parma",Italy,"Manner of Gian Francesco Enzola (Italian, active 1456–78)  Date: late 15th century Accession Number: 18.70.11 ",/art/collection/search/194515?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=47,https://images.metmuseum.org/CRDImages/es/mobile-large/40427.jpg,es/web-additional/40427.jpg,es/web-large/40427.jpg,late 15th century,15th century,Bronze,Bronze,18.70.11,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQwNTc0LDQwLjc3OTI0OTc2QGxtQDQwMzIxNTM4NzEzMg==' target='_blank'>Gallery 536</a>
One of a Pair of Vases with Dragon Handles, ,,China,China,Date: 19th century Accession Number: 29.110.48 ,/art/collection/search/40705?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=48,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_48_O1.jpg,as/web-additional/29_110_48_O1.jpg,as/web-large/29_110_48_O1.jpg,19th century,19th century,Cloisonné enamel with gilt bronze and champlevé,Cloisonné enamel,29.110.48,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE2Njc0LDQwLjc4MDA5OTg0QGxtQDEwMTAwNjIyMDY1MzE=' target='_blank'>Gallery 684</a>
Dragon,"Unidentified artist, 14th century ",Unidentified,China,China,"Unidentified artist, 14th century Date: 14th century Accession Number: 1986.345.2 ",/art/collection/search/36431?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=49,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-1489-002.jpg,as/web-additional/DP-1489-002.jpg,as/web-large/DP-1489-002.jpg,14th century,14th century,Hanging scroll; ink on silk,Silk,1986.345.2,Not on view
Pendant with Saint George and the Dragon, ,,possibly French, France,Date: ca. 1890–1910 Accession Number: 1982.60.374 ,/art/collection/search/207250?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=50,https://images.metmuseum.org/CRDImages/es/mobile-large/DT7170.jpg,es/web-additional/DT7170.jpg,es/web-large/DT7170.jpg,ca. 1890–1910,19th century,Enameled gold set with diamonds,Enameled gold,1982.60.374,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzY4NzcsNDAuNzc5MzMwNzZAbG1AMTA2ODE5ODExMDI2MA==' target='_blank'>Gallery 542</a>
"Vase with Scene from the Dragon Boat Festival

", ,,China,China,Date: late 17th–early 18th century Accession Number: 14.40.85 ,/art/collection/search/48711?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=51,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14605-158.jpg,as/web-additional/DP-14605-158.jpg,as/web-large/DP-14605-158.jpg,late 17th–early 18th century,17th century,"Porcelain painted with colored enamels over transparent glaze (Jingdezhen ware)

",Porcelain ,14.40.85,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE4NDMsNDAuNzc5MjYyMTZAbG1ANjY1MDIxMjg2NTM4' target='_blank'>Gallery 200</a>
Intaglio with Saint Theodore Teron Slaying a Many-Headed Dragon, ,,Byzantine,Turkey,Date: 1300 or later Accession Number: 1999.325.227 ,/art/collection/search/470336?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=52,https://images.metmuseum.org/CRDImages/md/mobile-large/DT11626.jpg,md/web-additional/DT11626.jpg,md/web-large/DT11626.jpg,1300 or later,14th century,Agate,Agate,1999.325.227,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzMwMzM2LDQwLjc3OTM3NTgxQGxtQDg2NjE5Nzk0ODg3OQ==' target='_blank'>Gallery 303</a>
Dragon,"William Baziotes (American, Pittsburgh, Pennsylvania 1912–1963 New York)",William Baziotes,,,"William Baziotes (American, Pittsburgh, Pennsylvania 1912–1963 New York)  Date: 1950 Accession Number: 50.27 ",/art/collection/search/488605?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=53,https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-18535-001.jpg,ma/web-additional/DP-18535-001.jpg,ma/web-large/DP-18535-001.jpg,1950,20th century,Oil on canvas,Oil on canvas,50.27,Not on view
Shield Depicting Saint George Slaying the Dragon, ,,"Italian, Milan",Italy,Date: ca. 1560–70 Accession Number: 14.25.1884 ,/art/collection/search/22411?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=54,https://images.metmuseum.org/CRDImages/aa/mobile-large/AA95.jpg,aa/web-additional/AA95.jpg,aa/web-large/AA95.jpg,ca. 1560–70,16th century,"Steel, gold, silver",Steel,14.25.1884,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE3Mjg0LDQwLjc4MDA5MTQ3QGxtQDE0NzgzMDYzMDk1' target='_blank'>Gallery 374</a>
Head of a Crozier with Saint Michael Slaying the Dragon, ,,French,France,"Date: 1220–30 Accession Number: 17.190.834a, b ",/art/collection/search/464684?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=55,https://images.metmuseum.org/CRDImages/md/mobile-large/DP268296.jpg,md/web-additional/DP268296.jpg,md/web-large/DP268296.jpg,1220–30,13th century,"Champlevé enamel, copper-gilt, glass paste",Champlevé enamel,"17.190.834a, b",On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
Medallion with Saint George Slaying The Dragon, ,,German,Germany,Date: late 15th century Accession Number: 1986.10 ,/art/collection/search/466128?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=56,https://images.metmuseum.org/CRDImages/md/mobile-large/sf1986-10s1.jpg,md/web-additional/sf1986-10s1.jpg,md/web-large/sf1986-10s1.jpg,late 15th century,15th century,Mother of pearl,Mother of pearl,1986.10,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ2NzQ0LDQwLjc3OTg5NjdAbG1ANDA4MzcyNjQzNzgx' target='_blank'>Gallery 307</a>
Saint George Slaying the Dragon,"In the style of Michael Pacher (Austrian or German, active by 1462/3–died 1498)",Michael Pacher,Austrian,Austria,"In the style of Michael Pacher (Austrian or German, active by 1462/3–died 1498)  Date: ca. 1480 Accession Number: 16.32.185a, b ",/art/collection/search/463787?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=57,https://images.metmuseum.org/CRDImages/md/mobile-large/sf16-32-185abs1.jpg,md/web-additional/sf16-32-185abs1.jpg,md/web-large/sf16-32-185abs1.jpg,ca. 1480,15th century,"Wood, paint, gilding",Wood,"16.32.185a, b",On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ2NzQ0LDQwLjc3OTg5NjdAbG1ANDA4MzcyNjQzNzgx' target='_blank'>Gallery 307</a>
Pendant Medallion with Michael Slaying the Dragon, ,,French,France,Date: ca. 1470–80 Accession Number: 1975.65 ,/art/collection/search/465981?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=58,https://images.metmuseum.org/CRDImages/cl/mobile-large/DP326230.jpg,cl/web-additional/DP326230.jpg,cl/web-large/DP326230.jpg,ca. 1470–80,15th century,"Mother of pearl, tempera, and silver",Mother of pearl,1975.65,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ2NzQ0LDQwLjc3OTg5NjdAbG1ANDA4MzcyNjQzNzgx' target='_blank'>Gallery 307</a>
Finial in the shape of a dragon head, ,,China,China,Date: 1st–2nd century Accession Number: 1992.165.25 ,/art/collection/search/42161?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=59,https://images.metmuseum.org/CRDImages/as/mobile-large/DT6889.jpg,as/web-additional/DT6889.jpg,as/web-large/DT6889.jpg,1st–2nd century,1st century,Gilt bronze with traces of red pigment,Gilded bronze,1992.165.25,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjU0NjI1LDQwLjc3OTgxMjYzQGxtQDQwMTU3Njc0NDY1NA==' target='_blank'>Gallery 207</a>
Winged Dragon (one of five medallions from a coffret), ,,French,France,Date: ca. 1110–30 Accession Number: 17.190.692 ,/art/collection/search/464565?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=60,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-190-692s1.jpg,md/web-additional/sf17-190-692s1.jpg,md/web-large/sf17-190-692s1.jpg,ca. 1110–30,12th century,"Copper-gilt, champlevé enamel",Copper-gilt,17.190.692,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
Pricket Candlestick with a Naked Youth Fighting a Dragon, ,,South Netherlandish,The Netherlands,Date: ca. 1140–60 Accession Number: 41.100.131 ,/art/collection/search/467704?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=61,https://images.metmuseum.org/CRDImages/md/mobile-large/DP123796.jpg,md/web-additional/DP123796.jpg,md/web-large/DP123796.jpg,ca. 1140–60,12th century,Gilded copper alloy,Gilded copper alloy,41.100.131,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
Dragon, ,,,,Date: 16th–17th century Accession Number: 67.18 ,/art/collection/search/451896?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=62,https://images.metmuseum.org/CRDImages/is/mobile-large/sf67-18r.jpg,is/web-additional/sf67-18r.jpg,is/web-large/sf67-18r.jpg,16th–17th century,16th century,Ink and opaque watercolor on paper,Paper,67.18,Not on view
Dragon, ,,Japan,Japan,Date: 19th century Accession Number: 81.1.104 ,/art/collection/search/59189?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=63,https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_104_O1_sf.jpg,as/web-additional/81_1_104_O1_sf.jpg,as/web-large/81_1_104_O1_sf.jpg,19th century,19th century,Ivory,Ivory,81.1.104,Not on view
Combat Between Dragon and Dog (one of five medallions from a coffret), ,,French,France,Date: ca. 1110–30 Accession Number: 17.190.691 ,/art/collection/search/464564?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=64,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-190-691s1.jpg,md/web-additional/sf17-190-691s1.jpg,md/web-large/sf17-190-691s1.jpg,ca. 1110–30,12th century,"Copper-gilt, champlevé enamel",Copper-gilt,17.190.691,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
Combat Between Dragon and Dog (one of five medallions from a coffret), ,,French,France,Date: ca. 1110–30 Accession Number: 17.190.693 ,/art/collection/search/464566?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=65,https://images.metmuseum.org/CRDImages/md/mobile-large/sf17-190-693s1.jpg,md/web-additional/sf17-190-693s1.jpg,md/web-large/sf17-190-693s1.jpg,ca. 1110–30,12th century,"Copper-gilt, champlevé enamel",Copper-gilt,17.190.693,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
Dragon, ,,"Italian, Urbino",Italy,Date: probably ca. 1550 Accession Number: 32.100.386 ,/art/collection/search/197234?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=66,https://images.metmuseum.org/CRDImages/es/mobile-large/LC-32_100_386.jpg,es/web-additional/LC-32_100_386.jpg,es/web-large/LC-32_100_386.jpg,probably ca. 1550,16th century,Maiolica (tin-glazed earthenware),Maiolica (tin-glazed earthenware),32.100.386,Not on view
Aquamanile in the Form of a Crowned Centaur Fighting a Dragon, ,,German,Germany,Date: 1200–1225 Accession Number: 10.37.2 ,/art/collection/search/463419?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=67,https://images.metmuseum.org/CRDImages/md/mobile-large/DP122591.jpg,md/web-additional/DP122591.jpg,md/web-large/DP122591.jpg,1200–1225,13th century,Copper alloy,Copper alloy,10.37.2,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ0Mjc1LDQwLjc3OTQ0OTgyQGxtQDMxODg3MjE5NjI5Ng==' target='_blank'>Gallery 304</a>
"""Gushtasp Slays the Dragon of Mount Saqila"", Folio from a Shahnama (Book of Kings) of Firdausi","Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)",Abu'l Qasim Firdausi,,,"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)  Date: ca. 1330–40 Accession Number: 1974.290.24 ",/art/collection/search/452649?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=68,https://images.metmuseum.org/CRDImages/is/mobile-large/DP108573.jpg,is/web-additional/DP108573.jpg,is/web-large/DP108573.jpg,ca. 1330–40,14th century,"Ink, opaque watercolor, gold, and silver on paper",Paper,1974.290.24,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzUzNjg1LDQwLjc3ODEwODg4QGxtQDIwNTQwMTQ4NTQ1' target='_blank'>Gallery 455</a>
String of cylindrical beads alternating with dragon fly and star amulets, ,,,,Date: ca. 1981–1504 B.C. Accession Number: X.44 ,/art/collection/search/555998?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=69,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1981–1504 B.C.,,Blue faience,faience,X.44,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjEwMDcyLDQwLjc4MDEyNjRAbG1ANTExNDY3ODY1MDAy' target='_blank'>Gallery 109</a>
Dragon Vase,Accession Number: 21.175.80 ,,China,China,Accession Number: 21.175.80 ,/art/collection/search/43203?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=70,https://images.metmuseum.org/CRDImages/as/mobile-large/49172.jpg,as/web-additional/49172.jpg,as/web-large/49172.jpg,,,Nephrite,Nephrite,21.175.80,Not on view
Dragon Vase,"Accession Number: 21.175.51a, b ",,China,China,"Accession Number: 21.175.51a, b ",/art/collection/search/43312?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=71,https://images.metmuseum.org/CRDImages/as/mobile-large/49228.jpg,as/web-additional/49228.jpg,as/web-large/49228.jpg,,,Nephrite,Nephrite,"21.175.51a, b",Not on view
Dragon Robe, ,,China,China,Date: late 19th century Accession Number: 52.126.23 ,/art/collection/search/69974?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=72,https://images.metmuseum.org/CRDImages/as/mobile-large/154193.jpg,as/web-additional/154193.jpg,as/web-large/154193.jpg,late 19th century,19th century,Silk,Silk,52.126.23,Not on view
Jewel-Holding Dragon, ,,Japan,Japan,Date: 18th century Accession Number: 91.1.969 ,/art/collection/search/59682?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=73,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-91_1_969-001.jpg,as/web-additional/LC-91_1_969-001.jpg,as/web-large/LC-91_1_969-001.jpg,18th century,18th century,Ivory,Ivory,91.1.969,Not on view
Dragon Bowl,"Kurokawa Eishō (Japanese, 1854–1917)",Kurokawa Eishō,Japan,Japan,"Kurokawa Eishō (Japanese, 1854–1917)  Date: 1895 Accession Number: 2018.205 ",/art/collection/search/777851?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=74,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16215-079.jpg,as/web-additional/DP-16215-079.jpg,as/web-large/DP-16215-079.jpg,1895,19th century,Silver,Silver,2018.205,Not on view
Dragon Robe, ,,China,China,Date: 18th century Accession Number: 1975.411.5 ,/art/collection/search/70591?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=75,https://images.metmuseum.org/CRDImages/as/mobile-large/206898.jpg,as/web-additional/206898.jpg,as/web-large/206898.jpg,18th century,18th century,Silk,Silk,1975.411.5,Not on view
Dragon Robe,Accession Number: 1973.28.2 ,,China,China,Accession Number: 1973.28.2 ,/art/collection/search/70537?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=76,https://images.metmuseum.org/CRDImages/as/mobile-large/199456.jpg,as/web-additional/199456.jpg,as/web-large/199456.jpg,,,"Silk, metallic thread",Silk,1973.28.2,Not on view
Dragon Robe, ,,China,China,Date: late 19th century Accession Number: 69.55 ,/art/collection/search/70491?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=77,https://images.metmuseum.org/CRDImages/as/mobile-large/190981.jpg,as/web-additional/190981.jpg,as/web-large/190981.jpg,late 19th century,19th century,"Silk, metallic thread, some ink ",Silk,69.55,Not on view
Dragon Robe, ,,China,China,Date: 19th century Accession Number: 1978.528 ,/art/collection/search/70635?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=78,https://images.metmuseum.org/CRDImages/as/mobile-large/216060.jpg,as/web-additional/216060.jpg,as/web-large/216060.jpg,19th century,19th century,Silk,Silk,1978.528,Not on view
Dragon Robe, ,,China,China,Date: 18th century Accession Number: 1975.411.3 ,/art/collection/search/70589?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=79,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-1975_411_3_sr1-001.jpg,as/web-additional/LC-1975_411_3_sr1-001.jpg,as/web-large/LC-1975_411_3_sr1-001.jpg,18th century,18th century,"Silk, metallic thread",Silk,1975.411.3,Not on view
Dragon Robe, ,,China,China,Date: 18th century Accession Number: 1975.411.4 ,/art/collection/search/70590?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=80,https://images.metmuseum.org/CRDImages/as/mobile-large/206897.jpg,as/web-additional/206897.jpg,as/web-large/206897.jpg,18th century,18th century,Silk,Silk,1975.411.4,Not on view
Dragon Robe, ,,China,China,Date: 18th century Accession Number: 56.210.6 ,/art/collection/search/65642?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=81,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-56_210_6_sr1-001.jpg,as/web-additional/LC-56_210_6_sr1-001.jpg,as/web-large/LC-56_210_6_sr1-001.jpg,18th century,18th century,Silk,Silk,56.210.6,Not on view
Dragon medallion, ,,China,China,Date: 16th century Accession Number: 36.65.33 ,/art/collection/search/65645?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=82,https://images.metmuseum.org/CRDImages/as/mobile-large/DP255294.jpg,as/web-additional/DP255294.jpg,as/web-large/DP255294.jpg,16th century,16th century,Silk and metallic-thread tapestry (kesi),Silk,36.65.33,Not on view
The Dragon,"Tulio Diaz (Venezuelan, born 1958)",Tulio Diaz,,,"Tulio Diaz (Venezuelan, born 1958)  Date: 1990 Accession Number: 1991.332.3 ",/art/collection/search/485791?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=83,https://images.metmuseum.org/CRDImages/ma/mobile-large/sf1991.332.3.jpg,ma/web-additional/sf1991.332.3.jpg,ma/web-large/sf1991.332.3.jpg,1990,20th century,Ink and wash on paper,Paper,1991.332.3,Not on view
Dragon King,Unidentified Artist ,Unidentified,Japan,Japan,Unidentified Artist Date: 16th–17th century Accession Number: 2019.420.20 ,/art/collection/search/829397?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=84,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-23439-002.jpg,as/web-additional/DP-23439-002.jpg,as/web-large/DP-23439-002.jpg,16th–17th century,16th century,"Hanging scroll; ink, color, and gold on silk",Silk,2019.420.20,Not on view
Dragon pine,"Wu Boli (Chinese, active late 14th–early 15th century)",Wu Boli,China,China,"Wu Boli (Chinese, active late 14th–early 15th century)  Date: late 14th–early 15th century Accession Number: 1984.475.3 ",/art/collection/search/45659?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=85,https://images.metmuseum.org/CRDImages/as/mobile-large/DP235489.jpg,as/web-additional/DP235489.jpg,as/web-large/DP235489.jpg,late 14th–early 15th century,14th century,Hanging scroll; ink on paper,Paper,1984.475.3,Not on view
Dragon Carpet, ,,,,Date: late 18th–early 19th century Accession Number: 1971.263.5 ,/art/collection/search/452312?&searchField=Title&ft=Dragon&offset=0&rpp=100&amp;pos=86,https://images.metmuseum.org/CRDImages/is/mobile-large/197802.jpg,is/web-additional/197802.jpg,is/web-large/197802.jpg,late 18th–early 19th century,18th century,"Wool, cotton; plain weave with supplementary-weft embroidery (Soumak)",Wool,1971.263.5,Not on view
